fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,ln_fixed acidity,ln_volatile acidity,ln_citric acid,ln_residual sugar,ln_chlorides,ln_free sulfur dioxide,ln_total sulfur dioxide,ln_density,ln_pH,ln_sulphates,ln_alcohol,quality
7.3,1.07,0.09,1.7,0.178,10,89,0.9962,3.3,0.57,9,1.987874348,0.067658648,-2.407945609,0.530628251,-1.725971729,2.302585093,4.48863637,-0.003807238,1.193922468,-0.562118918,2.197224577,5
8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,2.174751721,-0.597837001,-3.218875825,0.78845736,-2.128631786,2.63905733,4.025351691,-0.003807238,1.166270937,-0.510825624,2.388762789,6
7.3,0.695,0,2.5,0.075,3,13,0.998,3.49,0.52,9.2,1.987874348,-0.363843433,-6.907755279,0.916290732,-2.590267165,1.098612289,2.564949357,-0.002002003,1.249901736,-0.653926467,2.219203484,5
8,0.71,0,2.6,0.08,11,34,0.9976,3.44,0.53,9.5,2.079441542,-0.342490309,-6.907755279,0.955511445,-2.525728644,2.397895273,3.526360525,-0.002402885,1.235471471,-0.634878272,2.251291799,5
7.8,0.5,0.17,1.6,0.082,21,102,0.996,3.39,0.48,9.5,2.054123734,-0.693147181,-1.771956842,0.470003629,-2.501036032,3.044522438,4.624972813,-0.004008021,1.220829921,-0.733969175,2.251291799,5
9,0.62,0.04,1.9,0.146,27,90,0.9984,3.16,0.7,9.4,2.197224577,-0.478035801,-3.218875825,0.641853886,-1.924148657,3.295836866,4.49980967,-0.001601281,1.150572028,-0.356674944,2.240709689,5
8.2,1.33,0,1.7,0.081,3,12,0.9964,3.53,0.49,10.9,2.104134154,0.285178942,-6.907755279,0.530628251,-2.513306124,1.098612289,2.48490665,-0.003606496,1.261297871,-0.713349888,2.388762789,5
8.1,1.33,0,1.8,0.082,3,12,0.9964,3.54,0.48,10.9,2.091864062,0.285178942,-6.907755279,0.587786665,-2.501036032,1.098612289,2.48490665,-0.003606496,1.264126727,-0.733969175,2.388762789,5
8,0.59,0.16,1.8,0.065,3,16,0.9962,3.42,0.92,10.5,2.079441542,-0.527632742,-1.832581464,0.587786665,-2.733368009,1.098612289,2.772588722,-0.003807238,1.229640551,-0.083381609,2.351375257,7
6.1,0.38,0.15,1.8,0.072,6,19,0.9955,3.42,0.57,9.4,1.808288771,-0.967584026,-1.897119985,0.587786665,-2.63108916,1.791759469,2.944438979,-0.004510155,1.229640551,-0.562118918,2.240709689,5
8,0.745,0.56,2,0.118,30,134,0.9968,3.24,0.66,9.4,2.079441542,-0.294371061,-0.579818495,0.693147181,-2.137070655,3.401197382,4.8978398,-0.003205131,1.17557333,-0.415515444,2.240709689,5
5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,1.722766598,-0.693147181,-2.407945609,0.832909123,-3.015934981,2.833213344,4.59511985,-0.006319929,1.289232648,-0.46203546,2.564949357,5
5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,1.722766598,-0.693147181,-2.407945609,0.832909123,-3.015934981,2.833213344,4.59511985,-0.006319929,1.289232648,-0.46203546,2.564949357,5
6.6,0.5,0.01,1.5,0.06,17,26,0.9952,3.4,0.58,9.8,1.887069649,-0.693147181,-4.605170186,0.405465108,-2.813410717,2.833213344,3.258096538,-0.004811557,1.223775432,-0.544727175,2.282382386,6
7.9,1.04,0.05,2.2,0.084,13,29,0.9959,3.22,0.55,9.9,2.066862759,0.039220713,-2.995732274,0.78845736,-2.47693848,2.564949357,3.36729583,-0.004108428,1.16938136,-0.597837001,2.292534757,6
8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,2.128231706,-0.294371061,-2.207274913,0.641853886,-2.407945609,2.772588722,4.143134726,-0.003506139,1.160020917,-0.198450939,2.261763098,5
8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,2.116255515,-0.335472736,-1.897119985,0.587786665,-2.419118909,2.302585093,3.951243719,-0.003205131,1.172482137,-0.261364764,2.251291799,5
7.2,0.415,0.36,2,0.081,13,45,0.9972,3.48,0.64,9.2,1.974081026,-0.879476759,-1.021651248,0.693147181,-2.513306124,2.564949357,3.80666249,-0.002803927,1.247032294,-0.446287103,2.219203484,5
7.8,0.56,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5,2.054123734,-0.579818495,-1.660731207,0.741937345,-2.513306124,2.708050201,4.65396035,-0.003807238,1.202972304,-0.616186139,2.251291799,5
7.8,0.56,0.19,2,0.081,17,108,0.9962,3.32,0.54,9.5,2.054123734,-0.579818495,-1.660731207,0.693147181,-2.513306124,2.833213344,4.682131227,-0.003807238,1.199964783,-0.616186139,2.251291799,5
8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,2.128231706,-0.294371061,-2.207274913,0.641853886,-2.407945609,2.772588722,4.143134726,-0.003506139,1.160020917,-0.198450939,2.261763098,5
8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,2.116255515,-0.335472736,-1.897119985,0.587786665,-2.419118909,2.302585093,3.951243719,-0.003205131,1.172482137,-0.261364764,2.251291799,5
5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,1.648658626,-1.078809661,-6.907755279,0.587786665,-2.995732274,3.295836866,4.143134726,-0.008435479,1.302912752,-0.235722334,2.63905733,6
6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4,1.840549633,-0.94160854,-2.525728644,0.530628251,-2.718100537,1.098612289,2.995732274,-0.004610613,1.205970807,-0.544727175,2.240709689,5
5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,1.648658626,-1.078809661,-6.907755279,0.587786665,-2.995732274,3.295836866,4.143134726,-0.008435479,1.302912752,-0.235722334,2.63905733,6
8.1,0.67,0.55,1.8,0.117,32,141,0.9968,3.17,0.62,9.4,2.091864062,-0.400477567,-0.597837001,0.587786665,-2.145581344,3.465735903,4.94875989,-0.003205131,1.153731588,-0.478035801,2.240709689,5
5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10,1.757857918,-0.385662481,-3.912023005,0.587786665,-2.44184716,3.044522438,4.543294782,-0.005615739,1.264126727,-0.653926467,2.302585093,5
7.6,0.49,0.26,1.6,0.236,10,88,0.9968,3.11,0.8,9.3,2.028148247,-0.713349888,-1.347073648,0.470003629,-1.443923474,2.302585093,4.477336814,-0.003205131,1.134622726,-0.223143551,2.2300144,5
6.9,0.49,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2,1.931521412,-0.713349888,-2.302585093,0.832909123,-2.603690186,2.48490665,3.401197382,-0.004108428,1.229640551,-0.544727175,2.32238772,6
8.2,0.4,0.44,2.8,0.089,11,43,0.9975,3.53,0.61,10.5,2.104134154,-0.916290732,-0.820980552,1.029619417,-2.419118909,2.397895273,3.761200116,-0.00250313,1.261297871,-0.494296322,2.351375257,6
7.3,0.33,0.47,2.1,0.077,5,11,0.9958,3.33,0.53,10.3,1.987874348,-1.108662625,-0.755022584,0.741937345,-2.563949857,1.609437912,2.397895273,-0.004208845,1.202972304,-0.634878272,2.332143895,6
9.2,0.52,1,3.4,0.61,32,69,0.9996,2.74,2,9.4,2.219203484,-0.653926467,0,1.223775432,-0.494296322,3.465735903,4.234106505,-0.00040008,1.00795792,0.693147181,2.240709689,4
7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,2.014903021,-0.510825624,-3.506557897,0.587786665,-2.353878387,3.218875825,4.59511985,-0.005012542,1.208960346,-0.616186139,2.312535424,5
7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,2.014903021,-0.510825624,-3.506557897,0.587786665,-2.353878387,3.218875825,4.59511985,-0.005012542,1.208960346,-0.616186139,2.312535424,5
7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,1.960094784,-0.84397007,-0.867500568,1.704748092,-2.659260037,3.36729583,4.859812404,-0.002703652,1.229640551,-0.328504067,2.351375257,5
7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,1.960094784,-0.84397007,-0.867500568,1.704748092,-2.645075402,3.33220451,4.852030264,-0.002703652,1.229640551,-0.342490309,2.351375257,5
7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,1.960094784,-0.84397007,-0.867500568,1.704748092,-2.659260037,3.36729583,4.859812404,-0.002703652,1.229640551,-0.328504067,2.351375257,5
7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,1.960094784,-0.84397007,-0.867500568,1.704748092,-2.645075402,3.33220451,4.852030264,-0.002703652,1.229640551,-0.342490309,2.351375257,5
7.1,0.68,0,2.2,0.073,12,22,0.9969,3.48,0.5,9.3,1.960094784,-0.385662481,-6.907755279,0.78845736,-2.617295838,2.48490665,3.091042453,-0.003104815,1.247032294,-0.693147181,2.2300144,5
6.8,0.6,0.18,1.9,0.079,18,86,0.9968,3.59,0.57,9.3,1.916922612,-0.510825624,-1.714798428,0.641853886,-2.538307427,2.890371758,4.454347296,-0.003205131,1.278152203,-0.562118918,2.2300144,6
7.6,0.95,0.03,2,0.09,7,20,0.9959,3.2,0.56,9.6,2.028148247,-0.051293294,-3.506557897,0.693147181,-2.407945609,1.945910149,2.995732274,-0.004108428,1.16315081,-0.579818495,2.261763098,5
7.6,0.68,0.02,1.3,0.072,9,20,0.9965,3.17,1.08,9.2,2.028148247,-0.385662481,-3.912023005,0.262364264,-2.63108916,2.197224577,2.995732274,-0.003506139,1.153731588,0.076961041,2.219203484,4
7.8,0.53,0.04,1.7,0.076,17,31,0.9964,3.33,0.56,10,2.054123734,-0.634878272,-3.218875825,0.530628251,-2.577021939,2.833213344,3.433987204,-0.003606496,1.202972304,-0.579818495,2.302585093,6
7.4,0.6,0.26,7.3,0.07,36,121,0.9982,3.37,0.49,9.4,2.00148,-0.510825624,-1.347073648,1.987874348,-2.659260037,3.583518938,4.795790546,-0.001801622,1.214912744,-0.713349888,2.240709689,5
7.3,0.59,0.26,7.2,0.07,35,121,0.9981,3.37,0.49,9.4,1.987874348,-0.527632742,-1.347073648,1.974081026,-2.659260037,3.555348061,4.795790546,-0.001901807,1.214912744,-0.713349888,2.240709689,5
7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,2.054123734,-0.46203546,-0.733969175,0.530628251,-2.302585093,2.63905733,4.564348191,-0.003907625,1.160020917,-0.478035801,2.251291799,5
6.8,0.64,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2,1.916922612,-0.446287103,-2.302585093,0.741937345,-2.465104022,2.890371758,4.615120517,-0.004409708,1.205970807,-0.653926467,2.32238772,5
7.3,0.55,0.03,1.6,0.072,17,42,0.9956,3.37,0.48,9,1.987874348,-0.597837001,-3.506557897,0.470003629,-2.63108916,2.833213344,3.737669618,-0.004409708,1.214912744,-0.733969175,2.197224577,4
6.8,0.63,0.07,2.1,0.089,11,44,0.9953,3.47,0.55,10.4,1.916922612,-0.46203546,-2.659260037,0.741937345,-2.419118909,2.397895273,3.784189634,-0.00471108,1.244154594,-0.597837001,2.341805806,6
7.5,0.705,0.24,1.8,0.36,15,63,0.9964,3,1.59,9.5,2.014903021,-0.349557476,-1.427116356,0.587786665,-1.021651248,2.708050201,4.143134726,-0.003606496,1.098612289,0.463734016,2.251291799,5
7.9,0.885,0.03,1.8,0.058,4,8,0.9972,3.36,0.33,9.1,2.066862759,-0.122167634,-3.506557897,0.587786665,-2.847312268,1.386294361,2.079441542,-0.002803927,1.211940974,-1.108662625,2.208274414,4
8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,2.079441542,-0.867500568,-1.771956842,0.693147181,-2.617295838,1.791759469,2.890371758,-0.002803927,1.190887565,-0.494296322,2.219203484,6
8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,2.079441542,-0.867500568,-1.771956842,0.693147181,-2.617295838,1.791759469,2.890371758,-0.002803927,1.190887565,-0.494296322,2.219203484,6
7.4,0.62,0.05,1.9,0.068,24,42,0.9961,3.42,0.57,11.5,2.00148,-0.478035801,-2.995732274,0.641853886,-2.688247574,3.17805383,3.737669618,-0.003907625,1.229640551,-0.562118918,2.442347035,6
7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,1.987874348,-0.967584026,-1.560647748,0.693147181,-2.525728644,1.945910149,3.555348061,-0.003907625,1.202972304,-0.755022584,2.251291799,5
6.9,0.5,0.04,1.5,0.085,19,49,0.9958,3.35,0.78,9.5,1.931521412,-0.693147181,-3.218875825,0.405465108,-2.465104022,2.944438979,3.891820298,-0.004208845,1.208960346,-0.248461359,2.251291799,5
7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,1.987874348,-0.967584026,-1.560647748,0.693147181,-2.525728644,1.945910149,3.555348061,-0.003907625,1.202972304,-0.755022584,2.251291799,5
7.5,0.52,0.42,2.3,0.087,8,38,0.9972,3.58,0.61,10.5,2.014903021,-0.653926467,-0.867500568,0.832909123,-2.44184716,2.079441542,3.63758616,-0.002803927,1.2753628,-0.494296322,2.351375257,6
7,0.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6,1.945910149,-0.216913002,-6.907755279,0.916290732,-2.688247574,1.945910149,2.995732274,-0.003104815,1.247032294,-0.579818495,2.261763098,5
8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,2.174751721,-0.494296322,-1.966112856,0.875468737,-2.70306266,2.302585093,3.737669618,-0.003104815,1.160020917,-0.527632742,2.251291799,5
8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,2.174751721,-0.494296322,-1.966112856,0.875468737,-2.70306266,2.302585093,3.737669618,-0.003104815,1.160020917,-0.527632742,2.251291799,5
8.9,0.61,0.49,2,0.27,23,110,0.9972,3.12,1.02,9.3,2.186051277,-0.494296322,-0.713349888,0.693147181,-1.30933332,3.135494216,4.700480366,-0.002803927,1.137833002,0.019802627,2.2300144,5
7.2,0.73,0.02,2.5,0.076,16,42,0.9972,3.44,0.52,9.3,1.974081026,-0.314710745,-3.912023005,0.916290732,-2.577021939,2.772588722,3.737669618,-0.002803927,1.235471471,-0.653926467,2.2300144,5
6.8,0.61,0.2,1.8,0.077,11,65,0.9971,3.54,0.58,9.3,1.916922612,-0.494296322,-1.609437912,0.587786665,-2.563949857,2.397895273,4.17438727,-0.002904213,1.264126727,-0.544727175,2.2300144,5
6.7,0.62,0.21,1.9,0.079,8,62,0.997,3.52,0.58,9.3,1.902107526,-0.478035801,-1.560647748,0.641853886,-2.538307427,2.079441542,4.127134385,-0.003004509,1.25846099,-0.544727175,2.2300144,6
8.9,0.31,0.57,2,0.111,26,85,0.9971,3.26,0.53,9.7,2.186051277,-1.171182982,-0.562118918,0.693147181,-2.198225078,3.258096538,4.442651256,-0.002904213,1.181727195,-0.634878272,2.272125886,5
7.4,0.39,0.48,2,0.082,14,67,0.9972,3.34,0.55,9.2,2.00148,-0.94160854,-0.733969175,0.693147181,-2.501036032,2.63905733,4.204692619,-0.002803927,1.205970807,-0.597837001,2.219203484,5
7.7,0.705,0.1,2.6,0.084,9,26,0.9976,3.39,0.49,9.7,2.041220329,-0.349557476,-2.302585093,0.955511445,-2.47693848,2.197224577,3.258096538,-0.002402885,1.220829921,-0.713349888,2.272125886,5
7.9,0.5,0.33,2,0.084,15,143,0.9968,3.2,0.55,9.5,2.066862759,-0.693147181,-1.108662625,0.693147181,-2.47693848,2.708050201,4.96284463,-0.003205131,1.16315081,-0.597837001,2.251291799,5
7.9,0.49,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5,2.066862759,-0.713349888,-1.139434283,0.641853886,-2.501036032,2.833213344,4.9698133,-0.003205131,1.16315081,-0.597837001,2.251291799,5
8.2,0.5,0.35,2.9,0.077,21,127,0.9976,3.23,0.62,9.4,2.104134154,-0.693147181,-1.049822124,1.064710737,-2.563949857,3.044522438,4.844187086,-0.002402885,1.172482137,-0.478035801,2.240709689,5
6.4,0.37,0.25,1.9,0.074,21,49,0.9974,3.57,0.62,9.8,1.85629799,-0.994252273,-1.386294361,0.641853886,-2.603690186,3.044522438,3.891820298,-0.002603386,1.272565596,-0.478035801,2.282382386,6
6.8,0.63,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5,1.916922612,-0.46203546,-2.120263536,1.335001067,-2.312635429,2.772588722,4.836281907,-0.003104815,1.187843422,-0.494296322,2.251291799,5
7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,2.028148247,-0.597837001,-1.560647748,0.78845736,-2.645075402,1.945910149,3.33220451,-0.003606496,1.187843422,-0.597837001,2.272125886,5
7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,2.028148247,-0.597837001,-1.560647748,0.78845736,-2.645075402,1.945910149,3.33220451,-0.003606496,1.187843422,-0.597837001,2.272125886,5
7.8,0.59,0.33,2,0.074,24,120,0.9968,3.25,0.54,9.4,2.054123734,-0.527632742,-1.108662625,0.693147181,-2.603690186,3.17805383,4.787491743,-0.003205131,1.178654996,-0.616186139,2.240709689,5
7.3,0.58,0.3,2.4,0.074,15,55,0.9968,3.46,0.59,10.2,1.987874348,-0.544727175,-1.203972804,0.875468737,-2.603690186,2.708050201,4.007333185,-0.003205131,1.241268589,-0.527632742,2.32238772,5
11.5,0.3,0.6,2,0.067,12,27,0.9981,3.11,0.97,10.1,2.442347035,-1.203972804,-0.510825624,0.693147181,-2.70306266,2.48490665,3.295836866,-0.001901807,1.134622726,-0.030459207,2.312535424,6
5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,1.686398954,-0.180323554,-2.525728644,0.182321557,-3.079113882,2.564949357,4.532599493,-0.007629027,1.272565596,-0.162518929,2.564949357,7
6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,1.931521412,0.086177696,-2.813410717,0.741937345,-2.796881415,2.48490665,3.433987204,-0.005213567,1.255616037,-0.84397007,2.433613355,4
9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,2.261763098,-1.139434283,-0.755022584,0.336472237,-2.882403588,2.197224577,3.17805383,-0.003054661,1.16938136,-0.198450939,2.332143895,7
8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,2.174751721,-0.994252273,-0.733969175,0.741937345,-2.3330443,3.663561646,4.976733742,-0.00250313,1.111857515,0.029558802,2.2300144,5
6.8,0.5,0.11,1.5,0.075,16,49,0.99545,3.36,0.79,9.5,1.916922612,-0.693147181,-2.207274913,0.405465108,-2.590267165,2.772588722,3.891820298,-0.004560383,1.211940974,-0.235722334,2.251291799,5
7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2,1.945910149,-0.867500568,-1.049822124,0.470003629,-2.430418465,2.772588722,3.663561646,-0.003907625,1.205970807,-0.597837001,2.219203484,5
7,0.43,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2,1.945910149,-0.84397007,-1.021651248,0.470003629,-2.419118909,2.63905733,3.610917913,-0.00385743,1.205970807,-0.579818495,2.219203484,6
12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,2.549445171,-1.203972804,-0.301105093,0.955511445,-2.353878387,2.197224577,3.33220451,-0.00060018,1.16315081,-0.261364764,2.379546134,7
12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,2.549445171,-1.203972804,-0.301105093,0.955511445,-2.353878387,2.197224577,3.33220451,-0.00060018,1.16315081,-0.261364764,2.379546134,7
7.8,0.57,0.31,1.8,0.069,26,120,0.99625,3.29,0.53,9.3,2.054123734,-0.562118918,-1.171182982,0.587786665,-2.673648774,3.258096538,4.787491743,-0.003757049,1.190887565,-0.634878272,2.2300144,5
7.8,0.44,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4,2.054123734,-0.820980552,-1.272965676,0.993251773,-2.302585093,2.890371758,4.553876892,-0.003405793,1.16938136,-0.400477567,2.240709689,5
11,0.3,0.58,2.1,0.054,7,19,0.998,3.31,0.88,10.5,2.397895273,-1.203972804,-0.544727175,0.741937345,-2.918771232,1.945910149,2.944438979,-0.002002003,1.196948189,-0.127833372,2.351375257,7
9.7,0.53,0.6,2,0.039,5,19,0.99585,3.3,0.86,12.4,2.272125886,-0.634878272,-0.510825624,0.693147181,-3.244193633,1.609437912,2.944438979,-0.004158635,1.193922468,-0.15082289,2.517696473,6
8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,2.079441542,-0.321583624,-1.427116356,1.029619417,-2.488914671,2.302585093,4.127134385,-0.003154972,1.208960346,-0.579818495,2.302585093,6
11.6,0.44,0.64,2.1,0.059,5,15,0.998,3.21,0.67,10.2,2.451005098,-0.820980552,-0.446287103,0.741937345,-2.830217835,1.609437912,2.708050201,-0.002002003,1.166270937,-0.400477567,2.32238772,6
8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1,2.104134154,-0.562118918,-1.347073648,0.78845736,-2.813410717,3.33220451,4.17438727,-0.004108428,1.193922468,-0.84397007,2.312535424,5
7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,2.054123734,-0.30788478,-2.525728644,0.875468737,-2.385966702,2.302585093,3.713572067,-0.002603386,1.17557333,-0.342490309,2.282382386,6
7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,1.945910149,-0.713349888,-0.713349888,1.722766598,-2.813410717,3.258096538,4.795790546,-0.002603386,1.205970807,-0.274436846,2.351375257,5
8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,2.163323026,-0.470003629,-1.832581464,0.693147181,-2.292634762,2.564949357,3.891820298,-0.003807238,1.1442228,-0.562118918,2.397895273,5
8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,2.091864062,-0.321583624,-1.514127733,0.78845736,-2.63108916,2.397895273,3.713572067,-0.003305457,1.211940974,-0.597837001,2.208274414,5
7.5,0.49,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7,2.014903021,-0.713349888,-1.660731207,0.641853886,-2.577021939,2.302585093,3.784189634,-0.004309272,1.220829921,-0.616186139,2.272125886,5
7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,2.054123734,-0.634878272,-1.108662625,0.875468737,-2.525728644,3.17805383,4.9698133,-0.003455965,1.193922468,-0.510825624,2.251291799,5
7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4,2.054123734,-1.078809661,-0.994252273,0.693147181,-2.501036032,3.17805383,4.060443011,-0.003606496,1.205970807,-0.527632742,2.240709689,6
7.4,0.53,0.26,2,0.101,16,72,0.9957,3.15,0.57,9.4,2.00148,-0.634878272,-1.347073648,0.693147181,-2.292634762,2.772588722,4.276666119,-0.004309272,1.147402453,-0.562118918,2.240709689,5
6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5,1.916922612,-0.494296322,-3.218875825,0.405465108,-2.864704011,1.609437912,2.302585093,-0.004761317,1.229640551,-0.510825624,2.251291799,5
8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10,2.151762203,-0.438504962,-1.386294361,0.693147181,-2.488914671,2.079441542,3.33220451,-0.001851713,1.187843422,-0.510825624,2.302585093,6
8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,2.128231706,-0.45413028,-1.021651248,0.693147181,-2.419118909,2.708050201,4.007333185,-0.002553257,1.196948189,-0.562118918,2.341805806,4
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,2.041220329,-0.84397007,-1.386294361,0.955511445,-2.617295838,3.36729583,4.143134726,-0.00385743,1.214912744,-0.544727175,2.351375257,6
8.9,0.59,0.5,2,0.337,27,81,0.9964,3.04,1.61,9.5,2.186051277,-0.527632742,-0.693147181,0.693147181,-1.087672349,3.295836866,4.394449155,-0.003606496,1.111857515,0.476234179,2.251291799,6
9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,2.197224577,-0.198450939,-1.966112856,0.955511445,-2.419118909,2.197224577,3.135494216,-0.001601281,1.220829921,-0.46203546,2.282382386,5
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,2.041220329,-0.84397007,-1.386294361,0.955511445,-2.617295838,3.36729583,4.143134726,-0.00385743,1.214912744,-0.544727175,2.351375257,6
6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,1.931521412,-0.653926467,-1.386294361,0.955511445,-2.513306124,2.302585093,3.610917913,-0.003154972,1.241268589,-0.693147181,2.397895273,5
5.2,0.48,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2,1.648658626,-0.733969175,-3.218875825,0.470003629,-2.918771232,2.944438979,4.663439094,-0.007326775,1.264126727,-0.478035801,2.501435952,7
8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,2.079441542,-0.967584026,-2.813410717,0.587786665,-2.551046452,2.48490665,3.891820298,-0.003757049,1.214912744,-0.653926467,2.292534757,6
8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,2.140066163,-0.994252273,-1.609437912,1.029619417,-2.407945609,2.890371758,4.060443011,-0.002002003,1.205970807,-0.356674944,2.261763098,6
6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,1.931521412,-0.653926467,-1.386294361,0.955511445,-2.513306124,2.302585093,3.610917913,-0.003154972,1.241268589,-0.693147181,2.397895273,5
8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,2.104134154,0,-2.407945609,0.832909123,-2.733368009,1.945910149,3.610917913,-0.003154972,1.199964783,-0.597837001,2.197224577,6
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,1.974081026,-0.46203546,-6.907755279,0.641853886,-2.3330443,2.63905733,3.63758616,-0.003255293,1.214912744,-0.544727175,2.197224577,6
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,1.974081026,-0.46203546,-6.907755279,0.641853886,-2.3330443,2.63905733,3.63758616,-0.003255293,1.214912744,-0.544727175,2.197224577,6
7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,1.974081026,-0.438504962,-6.907755279,0.641853886,-2.3330443,2.708050201,3.663561646,-0.003255293,1.214912744,-0.544727175,2.219203484,6
